class,ABAT,ABHD2,ACTB,ACTR2,ACTR5,ACVR2A,ADAMDEC1,ADCYAP1R1,AEBP1,AFP,AGPAT4,ALDH5A1,ANGPT1,ANGPT2,ANGPTL4,ANTXR1,ANXA4,APC,APEX2,AQP4,ARID1A,ASPN,ATP5G3,BAP1,BCL2,BDKRB2,BEX1,BGN,BLCAP,BMP8B,BMPR2,BRCA1,BRCA2,BTN3A2,C1QA,C1QB,C3,CACNA1C,CALD1,CAPN2,CCL5,CCNE1,CD2,CD34,CD3D,CD3E,CD3G,CD4,CD48,CD53,CD74,CD8B,CDCP1,CDH2,CDKN3,CEACAM5,CILP,CLU,CNN3,CNTN6,COBL,COL11A1,COL15A1,COL1A1,COL1A2,COL3A1,COL5A1,COL5A2,COL6A1,COL6A3,COL8A1,COLEC11,CRABP2,CRISPLD2,CSNK2A2,CST5,CTNNBL1,CTSB,CTSK,CTSS,CXCL10,CXCL11,CXCL12,CXCL13,CXCL14,CXCL9,CYP2C18,CYP4B1,DAB2,DACH1,DCN,DCP2,DEFB1,DHX35,DICER1,DKK4,DPT,DPYD,DUSP4,DYRK1B,ECM1,EDNRA,EFEMP1,EGFL6,EGFR,ELMO2,EPAS1,EPYC,ERBB2,ERBB3,ERBB4,ESR1,F2RL1,FABP4,FAM107A,FAM60A,FAP,FBN1,FCER1G,FCGR2A,FGF1,FGFR1,FGFR2,FGFR3,FGFR4,FLT1,FLT4,FN1,FOLR1,FOLR2,FOXL2,FOXM1,FOXP3,FUT3,FZD1,GAB2,GABBR1,GAD1,GBP1,GCNT3,GJB1,GMPR,GPR64,GPR65,GREM1,HBB,HEBP2,HIF1A,HIST1H2BE,HLA.DMB,HLA.DPA1,HLA.DRA,HMGA2,HNF1A,HNF1B,HOXA9,IGF2,IGFBP1,IGFBP5,IGKC,IL15,IL2RA,IL6,IRF1,ITGB2,JAK1,KCNK5,KDR,KIF1A,KLK7,KPNA3,LCN2,LCP2,LDHA,LDHC,LGALS4,LHFP,LILRB1,LOX,LRP4,LRRC15,LTBP1,LUM,LYZ,MAN1B1,MARCH2,MARCKS,MARK4,MATN2,MCAM,MCM4,MET,MFAP2,MITF,MLPH,MMP28,MNDA,MRPS31,MS4A6A,MSX2,MTERF,MTRF1,MUC1,MUC16,MUC5B,NASP,NCKAP1L,NCOA2,NID2,NNMT,NOTCH1,NUAK1,NUFIP1,OSBPL3,OVGP1,PAK4,PAX2,PAX8,PBX1,PCDH17,PCK2,PCP4,PDE5A,PDGFA,PDGFRA,PDGFRB,PDLIM3,PDPN,PDZK1IP1,PGK1,PGR,PKIA,PLEKHO1,PLXDC1,PNPLA4,POLR1B,POSTN,PPARA,PPARD,PPARG,PRRX1,PRRX2,PSD3,PTHLH,PTPRC,PTPRT,RAB25,RAD21,RAN,RARRES3,RHOBTB3,RORB,RPL19,RUNX1,RUNX1T1,SASH1,SCGB1D2,SCGB2A1,SCNN1A,SDHA,SEC16A,SEMA3D,SEMA6A,SEPT11,SERPINA5,SERPINE1,SERPINF1,SLAMF8,SLC1A4,SLC2A3,SLC31A1,SLC31A2,SMAD3,SNAI2,SOX11,SOX17,SPARC,SPOCK1,SPRY4,SRGN,ST14,STAT3,STC1,STEAP3,STMN1,SUB1,TCF21,TCF7L1,TFF1,TFF3,TFPI,TGFB1I1,TGFBI,TGM2,THBS1,THBS2,TIMP3,TMEFF1,TNFRSF21,TNFSF4,TP53,TPX2,TSPAN8,TUBB2B,UCHL1,VCAN,VEGFA,VEGFC,VIL1,VIM,WARS,WT1,XPO7,XPOT,YTHDC2,ZDHHC14,ZDHHC7,ZEB1,ZFP36,ZHX3,ZNF423
PRO.C5,-0.0106737,0.263376,-0.115492,-0.323565,0.00516066,-0.504271,-1.28372,-0.433908,0.673072,-0.0656141,0.399252,-0.247493,-0.0870381,-0.395734,-0.790595,0.166013,-1.12667,-0.193742,-0.0464152,-0.411927,0.215332,1.57693,-0.184443,0.334097,0.833385,0.552888,1.97643,0.699306,-0.409445,0.214011,0.994201,0.837804,-0.471768,-0.481685,-1.07649,-1.1769,0.99246,0.278571,0.548658,0.396832,-0.945741,-0.408837,-1.10792,-0.33017,-0.68631,-0.308827,-0.79589,-0.621472,-1.10308,-1.45583,-2.12547,-0.252805,0.675893,0.84955,1.20537,-0.0515163,1.4633100000000001,0.503716,0.0932957,-0.116745,-0.617467,1.61354,0.412184,1.27192,1.09683,1.01645,1.30932,1.07064,-4.0259e-4,0.317799,1.02683,-1.78765,-0.240324,0.278581,-0.206459,-0.660099,-0.0412799,0.376537,0.663534,-1.31246,-1.39457,-0.915934,0.727047,-0.484574,-0.484517,-0.594452,-0.198265,2.61571,-0.535098,2.4571,-0.455709,-0.257063,0.979085,0.0980002,0.482485,-0.137452,-0.136575,-0.982034,-0.0641189,0.0734242,-0.20241,0.593607,-0.172381,0.164227,0.334515,-0.443443,-0.271695,0.677489,-0.144615,0.185487,-0.0895507,0.583487,-0.665349,2.06693,2.15314,-1.23791,0.367409,-0.0101356,-1.58952,-0.892087,0.0229656,0.941866,0.551206,-0.247919,-0.1691,0.0938798,-0.0205574,1.29173,0.0165018,-0.624344,-1.26707,0.917863,0.100533,0.325215,0.0220225,-0.587511,1.44469,-0.518238,0.15102,-0.654399,-0.470301,-0.270368,1.23438,-1.04331,0.16493,-1.05727,0.0384864,0.486124,0.911098,-1.19849,-2.34964,-2.05146,-0.476344,-0.398508,-0.586579,-0.390181,-2.06749,-0.88348,2.42679,-0.94744,-1.02758,-0.337011,-0.21523,-1.49741,-0.954045,0.0710017,0.320677,0.081546,1.12867,-1.45924,-0.418022,0.102339,-0.76213,-1.0132,-1.23329,-0.0892985,0.289997,-0.426635,0.0650142,-0.381423,1.25168,-0.00753108,0.171817,-1.55073,-0.261312,0.138117,0.265639,0.341799,0.577418,0.0797566,0.54825,-0.139011,0.763655,0.0816892,1.18131,-0.356885,-1.28543,-0.246028,-1.32748,-0.305587,-0.164692,-0.0503474,-0.632368,-0.316649,-0.494195,1.32039,-0.889431,0.015697,0.187545,-0.333794,0.47077599999999997,0.997223,-0.430131,0.707795,-1.03757,0.2277,-0.212868,0.9834,0.172484,0.675067,0.55123200000000006,2.79061,2.33102,-0.460692,0.209847,0.427775,0.664254,-0.172593,0.200564,-0.44906,-1.07697,1.62982,-0.0102305,0.615088,-1.07144,-0.241563,1.82971,0.0183521,0.822831,-0.493235,0.163783,0.281616,0.506851,-0.488597,-0.997449,0.869882,-0.377042,-0.153923,-0.396521,-1.29449,-0.74887,-0.612286,-0.916539,0.707907,0.00286391,0.550391,-1.2758,-1.07054,0.277278,-0.0603155,0.523434,0.50002,0.522286,-0.272325,0.221108,0.313963,0.252781,-0.48242,0.095742,-0.494979,-0.197735,-0.583497,-0.71918,-0.0698143,3.44033,-0.327944,0.796022,2.58229,-0.156262,-1.51228,-0.356845,-0.63706,-0.946324,-0.26008,0.773766,-0.57438,-1.03205,2.16375,-0.36405,-0.747445,-0.317856,0.496778,-0.658929,-0.333683,-0.477918,1.11323,0.639389,1.33262,0.127048,-0.624106,-1.87617,0.723164,-1.63214,2.83636,0.189136,0.812216,9.14945e-4,-0.300675,-0.147679,0.568835,-0.755197,0.0770476,0.459961,-0.0720494,0.243935,-0.0563176,-0.204971,0.179639,-0.292136,-0.0342614,0.490152
MES.C1,-0.710741,0.110421,0.532555,-0.253877,-0.389024,-0.121941,-1.73292,-0.72788,1.70611,-0.073089199999999993,0.423121,0.0184073,1.55069,0.654292,-0.439242,0.845485,-0.11319,0.271196,-0.00150682,2.51064,0.45746,1.0764,-0.359729,-0.243129,0.252436,-0.131975,0.821859,1.56864,-0.0526727,0.0664042,0.330112,-0.283912,-0.223532,0.260788,0.00708545,-0.0843018,0.922757,0.848497,1.63569,0.52812,-1.04034,0.775464,-1.12621,3.08335,-0.848133,-0.481237,-0.687442,-0.493836,-0.619703,-0.391916,-0.217756,-0.577848,-0.883018,2.23994,0.0361419,-0.331815,0.968779,0.393613,0.346643,2.50261,-0.505058,1.10668,0.341319,1.6233900000000001,1.54052,1.20764,1.02903,1.2008,0.783324,1.12973,1.52582,2.9151,6.95578e-4,0.73231,-0.0760261,-0.45788,-0.123402,-0.379168,0.972223,-0.292776,-1.29218,-1.42007,2.08654,-1.24521,1.18195,-0.944307,-0.478414,1.70388,1.35417,0.437955,2.18421,0.434052,0.396091,-0.146476,0.0514511,-0.332572,1.12064,0.64265,-0.886864,0.232177,0.400398,1.15395,2.653,0.0810536,0.251961,0.221143,1.17369,0.302243,-0.567058,-0.139666,1.05005,0.412487,0.229565,2.47817,0.927202,-0.418424,0.913851,1.54521,-0.747297,-0.113662,0.542242,1.53089,0.228896,0.0922869,-0.0796936,0.234156,0.262749,1.11075,-2.63474,0.186081,3.69109,0.313263,-0.251555,-0.959949,0.542699,0.586059,0.378182,0.702118,-0.00122644,-0.254272,-0.944992,0.871097,-0.226685,-0.563064,-1.00206,0.898584,-0.273168,-0.176353,-0.193754,-0.866759,-0.260222,-0.1903,-0.535094,-0.374532,1.07596,-0.987016,-1.33487,0.338727,1.69566,-1.38308,-1.16082,-0.760958,0.905196,-0.285575,-0.489412,0.106532,0.0184149,0.478747,0.545133,1.10524,0.0484937,-1.77943,-0.308122,-0.633741,-0.947064,0.0284957,2.20416,-0.349795,0.393975,-0.333954,0.104926,0.812131,1.466,0.271379,-0.777174,-0.0934884,0.187188,0.216184,1.87269,1.45508,-0.211887,-0.785637,0.649258,0.13691,-0.230704,1.07235,0.0460871,-0.118601,-0.0743535,-0.242698,-1.05756,-0.398142,-0.60656,1.42033,-0.364549,0.0821161,-0.518974,0.3965,1.53172,0.416622,0.101209,1.00423,-0.400182,0.839361,-0.214838,1.05541,-0.547951,-0.320094,1.44756,0.694167,-0.243029,0.700189,0.772379,1.19429,2.26792,1.18001,2.19363,0.821281,-1.97345,-0.644573,1.23084,0.297165,0.230661,-0.200748,0.408191,-0.0363617,0.322834,0.296919,0.216245,0.733467,0.601458,-1.20236,1.04074,1.03981,-0.301361,1.67316,-3.9994,-0.0885809,-0.226684,0.328011,1.20499,-0.289826,-0.515278,0.61115,1.36083,0.386629,1.54039,1.53728,0.723217,-0.33334,0.221951,0.166068,0.420584,0.0813254,4.12394,1.51619,2.05514,-0.698609,-0.134339,0.0774218,-0.210937,-0.354231,0.127438,0.916176,2.75289,0.5718,1.20666,-0.193675,0.142168,0.693005,0.399193,-0.0245946,0.569779,-0.519045,0.500181,-0.350468,3.74399,0.620193,-0.468461,0.783708,2.18782,0.905016,0.0528691,0.349573,1.40905,1.63447,1.11947,1.42003,-0.342,0.759937,0.410988,0.2476,2.3645,-0.898469,0.0671563,1.20694,-1.01212,1.46202,-0.893098,1.12199,-0.667431,0.54712,-0.674773,-0.236746,0.551354,0.215982,0.196677,1.46732,2.46104,0.415041,2.11688
DIF.C4,0.881506,0.372862,0.0523442,0.0287209,-0.848119,-1.28118,1.52437,-0.288317,-2.01083,-0.172983,0.726615,0.292013,-0.295556,0.247397,0.612733,-1.62783,-0.566918,0.0181183,0.374396,1.68843,0.78102800000000006,-1.58744,-0.456821,-0.520017,-0.493457,0.805015,-1.58273,-0.882428,-0.833176,0.0282316,-0.896441,0.166517,-0.327899,0.340431,0.552053,0.204243,2.16706,-0.656276,-0.893876,0.0486699,0.258597,-0.534291,0.186412,0.191426,-0.380782,0.419892,-0.306242,0.351932,-0.0306057,0.168033,1.30811,-0.219402,0.130685,-0.980563,0.258581,-0.178505,-1.3014,0.441851,-0.413762,-0.247134,-0.320117,-2.56412,-0.471497,-1.68465,-2.25778,-2.53244,-1.41564,-2.23908,-0.842342,-2.1142,-0.862467,-1.73712,-0.666586,-1.21069,-0.679852,-0.213965,-0.887089,0.870225,-1.65214,0.265996,1.37025,1.50107,1.66489,-0.29311,-1.9251,-0.51042,-0.276221,1.77971,-0.199321,-1.28454,-4.48062,-0.0131857,1.37222,-0.601683,0.569617,0.101061,-0.931257,-0.581608,-0.365978,0.0569664,-0.293928,-0.568991,-2.32036,-1.71978,0.878904,-1.11157,0.306318,-1.20325,0.226372,1.32667,0.722177,0.677561,-0.927886,-1.30275,0.499054,-1.76419,-1.70992,-1.53446,0.25341,0.346365,-0.823571,0.701909,-0.361824,-0.479994,-8.71455e-4,-0.118511,0.0198331,-0.952475,0.34174,0.372634,-1.45168,-0.125225,0.0272553,0.290103,-0.52444,0.655912,-0.494546,-0.25723,1.14752,-1.03229,0.406206,-0.187974,-1.25878,-0.111316,-0.929116,-1.62082,0.578464,0.314338,0.329115,0.433025,0.502768,0.759382,-0.84525,-0.16778,-0.44464,-0.557843,-3.03606,-0.611158,-1.33835,-1.75068,0.00916576,-0.129924,-1.2507,0.909674,0.453468,0.451697,0.602634,-0.162221,-1.1562,1.6435,-1.1183,1.92301,0.544197,-0.272734,1.04921,-0.0105536,-0.61078,0.416415,-2.14627,-0.276569,-1.06271,-0.221992,-3.92803,0.287823,-0.00523852,0.296772,-0.0993852,0.380571,1.77023,0.419302,0.68033,-0.954088,-0.562921,0.144114,-0.888304,-0.477428,-0.208267,-0.478327,0.246729,-0.332907,-0.322373,-0.756445,0.692042,1.38003,0.241053,0.393302,0.442806,0.331266,0.812859,-0.471736,0.152844,-0.750299,-0.596048,1.25254,-0.775232,-0.116724,-0.2302,0.893358,0.311709,-0.345163,0.217873,-1.18867,0.0944986,-0.82179,-1.64876,-0.644744,-0.600237,-1.36836,1.19492,-0.914872,-1.23533,-1.23985,0.304119,-0.122787,-0.784932,-0.288073,-3.76011,-0.302498,0.65757,-1.06085,-1.12104,0.123884,1.1238,-0.698243,0.0177825,-0.320593,1.31856,0.626597,-0.724452,2.45286,-0.533383,-0.727538,-0.36071,0.137924,-1.32006,0.816112,-1.60866,-1.64836,-0.496937,0.075462,0.233091,-1.21065,0.0702616,-0.380782,-2.02824,-0.970393,-1.25149,0.622524,0.791948,-0.899938,-0.855643,-0.251694,0.913428,-1.68105,-1.71305,-0.987523,-1.49634,-1.21078,0.638357,-0.715308,0.427132,-0.102948,-0.128765,0.906553,0.0986595,-0.0648872,-1.16391,-0.268861,-0.362468,-0.153297,-0.646211,-0.808783,-0.120733,-0.929058,-1.64815,-2.26926,-1.76723,-1.27217,0.706665,-0.73354,0.0203407,1.07464,-2.4882,-0.856035,-0.252296,-2.36305,0.947639,-0.583015,0.134438,-1.22454,-0.104453,1.05817,0.350895,-5.13e-5,0.0104984,0.592285,-0.338954,-0.842242,0.0962421,-0.471005,-1.66219
MES.C1,-1.08509,0.415651,0.395376,-0.27105,0.146536,-0.36327,0.993823,-0.450427,1.99917,-0.350897,0.436479,-0.306788,1.1921,0.598398,-0.636467,1.32336,-0.253601,0.912178,-0.541881,-0.719522,-0.958365,4.74439,0.181916,0.086678,-0.0793509,0.644309,1.45812,0.817985,1.39401,0.136819,0.0852434,-0.297085,-0.436456,-0.323398,0.50122,0.362003,0.471102,1.58229,1.82895,0.0866641,-0.183265,-1.0394,0.133252,0.52692,-0.153697,0.0529842,-0.481095,-0.216011,-0.810885,0.112732,-0.138129,-0.413004,0.187614,1.50702,-1.25322,-1.02567,3.31672,0.0460346,0.86288,-0.239174,1.24328,3.33062,1.63583,2.34198,1.98963,2.16406,2.52216,3.13684,1.63382,2.4155,1.98479,-1.68243,-0.426644,1.4599,0.421818,-0.122393,0.241357,0.0385736,2.70664,-0.118421,0.123583,0.161819,-0.11594,0.0044586,2.76704,2.65677,-0.332431,-0.378218,0.836121,2.03809,1.44612,0.441573,-0.657166,0.899021,-0.0811158,-0.214666,3.0959,0.51033,-0.0359587,-0.100831,1.13371,2.01574,2.00208,-0.227309,0.109722,0.933857,0.440134,2.95974,-0.401367,-1.48312,1.11534,-0.329164,0.63144,-0.200214,0.311772,-0.443349,3.1772,2.20994,-0.0390689,0.542484,-0.0485204,-0.234006,0.800751,-0.438798,-0.80813,0.388105,-0.0934853,1.92643,0.768238,0.126714,-1.74269,-1.27891,-0.331591,0.953441,0.817306,-0.456671,0.0422138,-0.740423,0.04612,-0.759077,-1.92878,-2.09332,1.35857,-0.454712,3.13871,-1.6215,-0.736757,0.247149,0.00779002,-0.577226,0.205921,0.00727428,-0.308795,-0.636882,-0.796389,5.66896,3.44009,0.231442,0.603089,-0.605684,0.978564,0.354861,0.222117,0.360011,0.509339,0.0958791,-0.544773,0.511236,0.887622,-1.11521,0.280597,1.20647,0.260794,0.141006,-0.895164,-0.497879,1.68193,0.12526,1.36984,-0.557419,3.21293,1.99894,2.40412,0.347086,-0.123998,0.0697565,0.816722,0.172279,-1.6951,0.810295,-1.18782,0.0663704,0.665176,1.11919,0.203001,0.0695164,-0.028332,0.455018,0.373261,0.598141,-0.0883361,0.856121,0.796477,1.9467,-0.682654,-0.626411,0.183472,-0.597803,1.66739,0.818837,0.492981,1.45182,0.388315,-0.416156,-1.48517,-0.424685,-0.642779,0.581324,-1.68764,1.66336,-0.843866,1.60322,1.66747,1.54576,0.999099,1.61228,1.36321,0.80518,-0.242304,-0.416106,-0.350048,0.286313,0.172037,1.91831,0.723612,-0.0111677,5.07766,-0.166533,0.0431464,-0.459776,1.79639,-0.500753,0.91456,3.10994,0.374853,-0.544634,0.995134,-0.951309,-2.73551e-4,-0.477109,0.975465,0.954869,-0.374837,1.12247,1.55317,1.0996,-2.8147,-0.915743,-0.596139,0.152813,0.881947,1.09199,0.515259,0.810398,1.41817,0.654024,1.65466,0.46244,-0.151739,-0.189442,0.206853,0.429446,0.257449,2.42401,2.0666,-0.930126,1.80677,1.75522,0.0422869,-0.0397984,-0.0782185,-0.34445,0.247598,-0.477113,-1.04476,-0.472949,0.151525,-0.791023,-0.424251,-0.875871,0.130609,1.21565,2.09354,3.2489,1.10866,2.76272,0.738163,-0.0691382,0.954133,1.1383,-0.16282,-0.464801,-2.05415,-0.904057,0.825652,2.26567,-0.622493,1.53422,-0.734318,0.624392,0.240154,-0.677226,-0.109778,0.0331635,0.76008,-1.16903,0.325604,1.78576,-0.212328,0.537493,-0.102138
MES.C1,-0.93223,0.0453524,0.595068,0.187856,-0.200287,0.211144,1.84464,-0.416482,1.3278,0.0330639,0.0177481,-0.82187,0.142111,-0.161773,0.991155,0.650947,-0.932444,-0.588889,-0.495704,-0.482561,0.181747,0.317576,-0.918012,-0.144772,-0.653056,0.34792,-1.1157300000000001,1.45839,-0.063717,0.267527,-0.139,0.230314,-0.200679,-0.198666,1.29646,0.913252,-0.409409,0.805056,1.32892,-0.137399,0.637678,0.0198387,0.576642,-0.0011973,0.654077,0.995759,0.610658,0.561994,0.401694,0.675462,-0.352385,0.221824,0.0977998,-0.588098,0.202284,-0.406153,0.484428,-1.54626,0.373183,0.320922,-0.645542,3.81864,1.02389,2.37109,1.80906,2.05155,2.74253,2.68245,1.01366,1.88799,1.47229,-1.6533,1.22458,2.33171,0.108857,0.17627,-0.0780838,-0.0604185,1.3057,0.459025,0.393703,0.144755,1.17483,1.97005,1.58,3.16396,-0.132942,0.376524,0.662413,1.90027,1.31697,-0.58273,0.0661693,-0.0148956,0.787497,0.228166,0.130208,0.433061,1.02082,0.0499837,1.74825,0.233315,0.721994,1.19642,-0.423032,-0.372789,0.377897,1.28987,0.630092,0.548894,1.82844,-0.525658,0.33939,-0.970607,-0.263784,-0.201413,2.44609,0.979467,0.772089,0.764527,0.506856,-0.210796,0.333417,-0.188963,-0.109947,0.876707,-0.110636,1.91909,1.03413,0.897005,-0.894584,0.447198,0.120183,-0.215755,0.525665,0.980907,-0.47574,-0.326238,0.798248,0.322094,0.155393,-0.198218,-1.82121,-0.170183,0.0896555,0.784077,-0.518298,0.292146,-0.149904,-0.495794,0.0637356,-0.213063,2.13368,-0.0558158,1.70212,0.0516682,4.14317,-0.471719,-0.326104,0.210761,-0.34797,0.880874,2.63855,0.0526181,0.990336,0.00651756,-0.465832,0.4504,-0.177415,1.0414,-0.311271,0.727932,0.692328,-0.123196,-0.6603,-0.202149,0.433818,0.712782,1.60282,-0.648065,1.92319,-0.572193,1.88322,0.861296,-0.395601,0.295474,0.987649,0.435387,0.0273541,-0.0672956,0.238874,-0.102903,0.270692,-0.378996,-0.191487,0.193403,-0.185444,-0.0285441,0.378992,-0.0546318,-1.03147,-0.504672,0.535638,2.0167,-0.542136,0.191216,0.957741,0.212145,1.2385,1.42602,0.937035,1.61729,-0.198149,0.575417,-1.0656,-0.0907417,2.46262,0.344201,1.52041,5.6177,0.49185,-2.84964,0.0458193,-0.124641,0.838578,0.500763,2.03968,1.52074,-1.81976,-0.558426,-0.570129,0.274756,0.267283,0.402971,-1.10613,-0.544544,1.54669,-0.157736,0.57024300000000006,-0.206581,0.655637,0.42372,0.350049,-0.210033,0.978773,-0.208076,-3.08713,0.23316,-0.289729,-0.754167,0.964716,-0.39083,0.114619,0.758963,1.24469,1.02551,1.56537,0.301789,1.17083,-0.117296,0.36683,2.42725,-0.524197,1.03667,-0.930148,3.42559,1.12967,0.929456,-0.598061,2.47165,-0.253055,0.528196,0.112128,1.70304,-1.24311,0.404684,1.83986,0.260967,0.616903,1.11178,0.385003,-0.224071,-0.0526915,-0.873616,-0.101455,-0.394241,-0.567496,-0.339511,0.0248415,-1.05282,0.199336,0.87346,2.13282,-0.445524,1.01612,2.96823,1.90765,-0.0340095,0.194689,1.44366,0.281666,0.480844,-2.38826,-0.507226,-1.12625,2.34949,0.958805,0.842998,-0.527895,0.607876,0.515606,0.961688,-0.00900974,0.529045,-0.55147,-0.188697,0.157393,0.469166,1.748,0.144196,-0.561641
PRO.C5,1.48763,-0.210497,0.26218,0.51456,0.440621,-0.687938,-1.63433,0.23867,0.608911,-0.25082,-0.0986353,0.819418,-0.479129,0.383367,-0.128412,-0.203913,-1.25623,-0.265578,0.305269,-0.324977,0.276363,0.471417,-0.189451,0.227154,-1.07253,-0.210654,0.233787,-0.17541,0.321849,0.180294,0.515928,1.06336,-0.0793358,-0.430539,-1.55398,-1.33434,1.08953,-0.0265053,0.269399,-0.209232,-0.678586,0.778054,-1.00433,-0.216105,-0.681628,-0.434294,-0.691789,-0.557489,-1.46752,-1.49899,-1.89535,-0.201757,-0.234148,-0.738515,0.251151,-0.521504,0.875179,0.221647,-0.841599,-0.476283,0.618081,1.91935,-1.13102,0.865853,0.719855,0.729258,0.550673,0.979937,0.257302,0.531715,-0.00704245,-1.64534,1.18949,0.0177395,0.250214,0.273363,0.159407,0.526342,0.744737,-0.912644,-0.456116,-0.658981,-0.639551,-0.447581,1.77277,-0.675794,-0.525896,-0.759294,-0.968837,-0.309037,-0.302422,0.192319,1.2546,0.626961,0.823643,-0.220187,-0.127979,-1.67185,-0.706715,-0.0777187,0.469787,-0.0125308,-1.68464,0.331988,0.139128,0.282919,0.0631052,-0.37385,0.640448,1.14356,1.71722,0.760182,0.336478,1.24216,-0.627232,0.0514104,0.786454,0.0165818,-1.51669,-1.46732,-0.451226,0.643057,0.550011,0.901515,0.197346,-0.184253,0.186585,0.124188,0.0328237,-0.902857,-1.44046,1.05035,-0.309067,-0.248999,-0.0838091,1.9504,-0.363041,-0.357922,-0.348921,0.891717,-0.44282,0.763544,1.15291,-1.39823,0.942806,-0.424285,0.497389,-0.257269,-0.250247,-1.11985,-2.42097,-2.17326,1.34711,-0.290638,-0.58577,-0.728627,2.77912,-0.762857,0.758045,2.19198,-0.299513,-0.545025,-1.05603,0.185541,-1.13177,-0.413462,-0.2727,-0.450507,1.46346,0.559906,0.145939,-1.38573,-1.05283,0.252357,2.11946,-0.661075,-0.469811,-0.725196,-0.458728,-0.320477,1.25072,-0.861962,0.71005,-1.71712,-0.645709,0.149349,-1.25033,0.0611149,0.73263,-0.0752795,0.118345,-0.385135,1.06516,-0.373728,0.492191,-0.585432,-1.46571,-0.28331,-1.98517,-0.430883,0.4329,-0.124722,0.899281,1.40484,0.0216638,-0.265793,0.22678,0.0690387,-0.335841,-0.864135,0.591784,0.664887,0.0481315,-1.30994,1.16147,-0.374733,-0.342563,1.0932,1.03661,-0.743448,-1.03729,0.838374,-0.613098,0.209662,-0.602512,0.113138,-0.323113,0.0323061,-1.75806,-0.205392,-1.2319,-1.20562,-0.121712,0.542585,0.541683,-0.0083752,1.73797,-0.230478,-0.129167,0.148358,0.39318,0.588102,-0.29431,-0.0455435,-1.31509,-0.244145,0.34545,0.197595,-0.234662,-0.867208,-0.303231,-1.17974,0.93565,-0.197425,-0.233325,0.434793,0.0637042,0.656332,1.06199,0.120734,0.173581,1.44168,-0.111714,-0.0883297,2.28231,-0.130196,-0.208038,-0.774725,-0.498054,-0.577881,-0.517651,-0.975978,-0.521218,0.229452,-0.746024,0.730923,0.282698,-0.516504,-0.0973661,-1.65931,-0.167888,0.914426,0.476127,-0.985429,-0.619568,0.0562689,-0.987512,0.252177,-0.683479,-0.674069,-0.3365,-0.118122,-0.970299,0.566687,-0.150162,0.404342,-0.392084,0.706693,0.605467,-0.517553,-0.634462,0.892682,-1.18415,-0.730683,0.0691916,0.364783,0.645832,-1.19872,-0.272548,-1.33334,-0.22136,0.55284199999999994,0.162282,1.66228,-0.0696819,0.056875,-0.496736,-0.274172,-1.40712,0.442612,-1.42334
